month,total.anonymous,total.user,timeRange.start,timeRange.end,total.name-bot,total.group-bot
2023-02-01T00:00:00.000Z,1342,169132,2023-02-01T00:00:00.000Z,2023-03-01T00:00:00.000Z,8,11372
2023-03-01T00:00:00.000Z,1793,166111,2023-03-01T00:00:00.000Z,2023-04-01T00:00:00.000Z,6,10352
2023-04-01T00:00:00.000Z,1756,149947,2023-04-01T00:00:00.000Z,2023-05-01T00:00:00.000Z,18,10860
2023-05-01T00:00:00.000Z,2103,144922,2023-05-01T00:00:00.000Z,2023-06-01T00:00:00.000Z,14,9883
2023-06-01T00:00:00.000Z,2198,147519,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z,17,18661
2023-07-01T00:00:00.000Z,2154,137925,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z,9,80870
2023-08-01T00:00:00.000Z,2502,134818,2023-08-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,10,11423
2023-09-01T00:00:00.000Z,2298,144011,2023-09-01T00:00:00.000Z,2023-10-01T00:00:00.000Z,27,9837
2023-10-01T00:00:00.000Z,2300,153087,2023-10-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,17,10541
2023-11-01T00:00:00.000Z,2423,166952,2023-11-01T00:00:00.000Z,2023-12-01T00:00:00.000Z,25,9980
2023-12-01T00:00:00.000Z,2043,153570,2023-12-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,11,10227
